reference,Centrale,inverter.name,Invertername Corrected,Inverter num,inverter.serial,inverter.model,inverter.data.address,enabled,puissance Nominale (kW)
P000187,Gobbini Thopaudor ,Onduleur 1 (104.5 kWc),Onduleur 1,1,104740004,LTI/LTI/PVM 450-100,192.168.36.240,True,104.5
P000187,Gobbini Thopaudor ,Onduleur 2 (73.92 kWc),Onduleur 2,2,104740012,LTI/LTI/PVM 450-068,192.168.36.240,True,73.92
P000187,Gobbini Thopaudor ,Onduleur 3 (66 kWc),Onduleur 3,3,105040043,LTI/LTI/PVM 450-068,192.168.36.240,True,66.0
P000187,Gobbini Thopaudor ,Onduleur 4 (55.44 kWc),Onduleur 4,4,104340125,LTI/LTI/PVM 450-047,192.168.36.240,True,55.44
P000187,Gobbini Thopaudor ,Onduleur 5 (57.2 kWc),Onduleur 5,5,104340164,LTI/LTI/PVM 450-047,192.168.36.240,True,57.2
P000187,Gobbini Thopaudor ,Onduleur 6 (108.68 kWc),Onduleur 6,6,104340119,LTI/LTI/PVM 450-100,192.168.36.240,True,108.68
P000187,Gobbini Thopaudor ,Onduleur 7 (66 kWc),Onduleur 7,7,110240072,LTI/LTI/PVM 450-068,192.168.36.240,True,66.0
P000187,Gobbini Thopaudor ,Onduleur 8 (73.92 kWc),Onduleur 8,8,104340126,LTI/LTI/PVM 450-068,192.168.36.240,True,73.92
P000187,Gobbini Thopaudor ,Onduleur 9 (110 kWc),Onduleur 9,9,101350383,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000276,Ferme du Layon,Onduleur 1,Onduleur 1,1,111540054,LTI/LTI/PVM 450-100,192.168.36.110,True,108.68
P000276,Ferme du Layon,Onduleur 2,Onduleur 2,2,113040005,LTI/LTI/PVM 450-047,192.168.36.126,True,48.4
P000327,Cogevi,"PLC 1 Ond 01 - BJ 4/9 (104,88 kWc)",PLC 1 Ond 01 - BJ 4/9,1,105040055,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 02 - BJ 5/8 (104,88 kWc)",PLC 1 Ond 02 - BJ 5/8,2,110240140,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 03 - BJ 2/11* (104,88 kWc)",PLC 1 Ond 03 - BJ 2/11*,4,105040063,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 04 - BJ 1/12 (104,88 kWc)",PLC 1 Ond 04 - BJ 1/12,6,110240142,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 05 - BJ 17/18 (104,88 kWc)",PLC 1 Ond 05 - BJ 17/18,7,104740007,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 06 - BJ 3/10 (104,88 kWc)",PLC 1 Ond 06 - BJ 3/10,8,112350382,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 07 - BJ 15/16 (104,88 kWc)",PLC 1 Ond 07 - BJ 15/16,9,112040078,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 08 - BJ 14/23 (104,88 kWc)",PLC 1 Ond 08 - BJ 14/23,10,111540075,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 09 - BJ 6/7 (104,88 kWc)",PLC 1 Ond 09 - BJ 6/7,11,104740008,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 10 - BJ 13/24 (104,88 kWc)",PLC 1 Ond 10 - BJ 13/24,12,105040058,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 2 Ond 01 - BJ 21/28 (104,88 kWc)",PLC 2 Ond 01 - BJ 21/28,13,104740001,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 02 - BJ 20/29 (104,88 kWc)",PLC 2 Ond 02 - BJ 20/29,14,105040059,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 03 - BJ 26/35 (104,88 kWc)",PLC 2 Ond 03 - BJ 26/35,15,104340123,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 04 - BJ 37/38 (104,88 kWc)",PLC 2 Ond 04 - BJ 37/38,16,113040042,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 05 - BJ 19/30 (104,88 kWc)",PLC 2 Ond 05 - BJ 19/30,17,104340103,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 06 - BJ 34/39 (104,88 kWc)",PLC 2 Ond 06 - BJ 34/39,18,112040144,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 07 - BJ 22/27 (104,88 kWc)",PLC 2 Ond 07 - BJ 22/27,19,105040033,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 08 - BJ 33/40 (104,88 kWc)",PLC 2 Ond 08 - BJ 33/40,20,105040056,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 09 - BJ 31/32 (104,88 kWc)",PLC 2 Ond 09 - BJ 31/32,21,112040076,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 10 - BJ 25/36 (104,88 kWc)",PLC 2 Ond 10 - BJ 25/36,22,104340086,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 3 Ond 01 - BJ 45/52 (104,88 kWc)",PLC 3 Ond 01 - BJ 45/52,23,112040141,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 02 - BJ 44/53 (104,88 kWc)",PLC 3 Ond 02 - BJ 44/53,24,104640042,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 03 - BJ 47/50 (104,88 kWc)",PLC 3 Ond 03 - BJ 47/50,25,104640037,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 04 - BJ 43/54 (104,88 kWc)",PLC 3 Ond 04 - BJ 43/54,26,112040100,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 05 - BJ 48/49 (104,88 kWc)",PLC 3 Ond 05 - BJ 48/49,27,105040060,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 06 - BJ 57/58 (104,88 kWc)",PLC 3 Ond 06 - BJ 57/58,28,113040043,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 07 - BJ 46/51 (104,88 kWc)",PLC 3 Ond 07 - BJ 46/51,29,104740005,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 08 - BJ 55/56 (104,88 kWc)",PLC 3 Ond 08 - BJ 55/56,30,110240154,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 09 - BJ 59/60 (104,88 kWc)",PLC 3 Ond 09 - BJ 59/60,31,105040029,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 10 - BJ 41/42 (104,88 kWc)",PLC 3 Ond 10 - BJ 41/42,32,113040047,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 4 Ond 1 - BJ 64/69 (104,88 kWc)",PLC 4 Ond 1 - BJ 64/69,33,104640039,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 10 - BJ 61/72 (104,88 kWc)",PLC 4 Ond 10 - BJ 61/72,34,110240146,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 2 - BJ 65/38 (104,88 kWc)",PLC 4 Ond 2 - BJ 65/38,35,104640043,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 3 - BJ 77/78 (104,88 kWc)",PLC 4 Ond 3 - BJ 77/78,36,104740002,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 4 - BJ 66/67 (104,88 kWc)",PLC 4 Ond 4 - BJ 66/67,37,110240134,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 5 - BJ 73/84 (104,88 kWc)",PLC 4 Ond 5 - BJ 73/84,38,105040028,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 6 - BJ 75/76 (104,88 kWc)",PLC 4 Ond 6 - BJ 75/76,39,112040148,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 7 - BJ 63/70 (104,88 kWc)",PLC 4 Ond 7 - BJ 63/70,40,104340099,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 8 - BJ 74/83 (104,88 kWc)",PLC 4 Ond 8 - BJ 74/83,41,112040151,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 9 - BJ 62/71 (104,88 kWc)",PLC 4 Ond 9 - BJ 62/71,42,104340108,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 5 Ond 1 - BJ 81/88 (104,88 kWc)",PLC 5 Ond 1 - BJ 81/88,43,110240141,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 10 - BJ 85/96 (104,88 kWc)",PLC 5 Ond 10 - BJ 85/96,44,104340110,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 2 - BJ 82/87 (104,88 kWc)",PLC 5 Ond 2 - BJ 82/87,45,104640045,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 3 - BJ 80/89 (104,88 kWc)",PLC 5 Ond 3 - BJ 80/89,46,112040006,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 4 - BJ 80/89 (104,88 kWc)",PLC 5 Ond 4 - BJ 80/89,47,104740006,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 5 - BJ 79/90 (104,88 kWc)",PLC 5 Ond 5 - BJ 79/90,48,112040140,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 6 - BJ 94/99 (104,88 kWc)",PLC 5 Ond 6 - BJ 94/99,49,104640040,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 7 - BJ 93/100 (104,88 kWc)",PLC 5 Ond 7 - BJ 93/100,50,112040146,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 8 - BJ 86/95 (104,88 kWc)",PLC 5 Ond 8 - BJ 86/95,51,110240136,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 9 - BJ 97/98 (104,88 kWc)",PLC 5 Ond 9 - BJ 97/98,52,104340092,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 6 Ond 01 - BJ 102/103 (104,88 kWc)",PLC 6 Ond 01 - BJ 102/103,53,112040150,LTI/LTI/PVM 450-100,112040150,True,104.88
P000327,Cogevi,"PLC 6 Ond 02 - BJ 107/108 (104,88 kWc)",PLC 6 Ond 02 - BJ 107/108,54,105040031,LTI/LTI/PVM 450-100,105040031,True,104.88
P000327,Cogevi,"PLC 6 Ond 03 - BJ 101/104 (104,88 kWc)",PLC 6 Ond 03 - BJ 101/104,55,104340087,LTI/LTI/PVM 450-100,104340087,True,104.88
P000327,Cogevi,"PLC 6 Ond 04 - BJ 105/106 (104,88 kWc)",PLC 6 Ond 04 - BJ 105/106,56,104640044,LTI/LTI/PVM 450-100,104640044,True,104.88
P000327,Cogevi,"PLC 6 Ond 05 - BJ 109/114 (78,66 kWc)",PLC 6 Ond 05 - BJ 109/114,57,112040033,LTI/LTI/PVM 450-068,112040033,True,78.66
P000327,Cogevi,"PLC 6 Ond 06 - BJ 110/113 (78,66 kWc)",PLC 6 Ond 06 - BJ 110/113,58,110240076,LTI/LTI/PVM 450-068,110240076,True,78.66
P000327,Cogevi,"PLC 6 Ond 07- BJ 111/112 (78,66 kWc)",PLC 6 Ond 07- BJ 111/112,59,112040028,LTI/LTI/PVM 450-068,112040028,True,78.66
P000372,Sun Valley,PLC1-Ond01-110 kWc,PLC1-Ond01,1,102840263,LTI/LTI/PVM 450-100,192.168.36.241,True,110.0
P000372,Sun Valley,PLC1-Ond02-114 kWc,PLC1-Ond02,2,102740284,LTI/LTI/PVM 450-100,192.168.36.241,True,110.0
P000372,Sun Valley,PLC1-Ond03-105.6 kWc,PLC1-Ond03,3,102740001,LTI/LTI/PVM 450-100,192.168.36.241,True,105.6
P000372,Sun Valley,PLC1-Ond04-110 kWc,PLC1-Ond04,4,102740149,LTI/LTI/PVM 450-100,192.168.36.241,True,110.0
P000372,Sun Valley,PLC1-Ond05-114.4 kWc,PLC1-Ond05,5,102740157,LTI/LTI/PVM 450-100,192.168.36.241,True,114.4
P000372,Sun Valley,PLC1-Ond06-114.4 kWc,PLC1-Ond06,6,102840027,LTI/LTI/PVM 450-100,192.168.36.241,True,114.4
P000372,Sun Valley,PLC2-Ond07-110 kWc,PLC2-Ond07,7,102840264,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000372,Sun Valley,PLC2-Ond08-110 kWc,PLC2-Ond08,8,103540019,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000372,Sun Valley,PLC2-Ond09-110 kWc,PLC2-Ond09,9,102740143,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000372,Sun Valley,PLC2-Ond10-114.4 kWc,PLC2-Ond10,10,102840248,LTI/LTI/PVM 450-100,192.168.36.240,True,114.4
P000372,Sun Valley,PLC2-Ond11-114.4 kWc,PLC2-Ond11,11,102740226,LTI/LTI/PVM 450-100,192.168.36.240,True,114.4
P000372,Sun Valley,PLC2-Ond12-30.8 kWc,PLC2-Ond12,12,102840244,LTI/LTI/PVM 450-033,192.168.36.240,True,30.8
P000385,Stockage Usine Prod,Onduleur 1 Production 1,Onduleur 1 Production 1,1,091850441,LTI/LTI/PVM 450-100,10.10.4.3,True,114.48
P000385,Stockage Usine Prod,Onduleur 2,Onduleur 2,2,092450021,LTI/LTI/PVM 450-047,10.10.4.3,True,57.96
P000385,Stockage Usine Prod,Onduleur 3,Onduleur 3,3,092450022,LTI/LTI/PVM 450-047,10.10.4.3,True,57.96
P000385,Stockage Usine Prod,Onduleur 4 Production 2,Onduleur 4 Production 2,4,091850444,LTI/LTI/PVM 450-033,10.10.4.3,True,38.16
P000385,Stockage Usine Prod,Onduleur 5 Stockage 1,Onduleur 5 Stockage 1,5,092350037,LTI/LTI/PVM 450-100,10.10.4.3,True,115.5
P000385,Stockage Usine Prod,Onduleur 6 Stockage 2,Onduleur 6 Stockage 2,6,091850440,LTI/LTI/PVM 450-100,10.10.4.3,True,115.5
P000387,LycÃ©e Restat,"Onduleur 01 (77,28 kWc)",Onduleur 1,1,112040027,LTI/LTI/PVM 450-068,192.168.36.242,True,77.28
P000387,LycÃ©e Restat,"Onduleur 02 (83,03 kWc)",Onduleur 2,2,104340132,LTI/LTI/PVM 450-068,192.168.36.241,True,83.03
P000387,LycÃ©e Restat,"Onduleur 03 (56,81 kWc)",Onduleur 3,3,110240095,LTI/LTI/PVM 450-047,192.168.36.241,True,56.81
P000387,LycÃ©e Restat,"Onduleur 04 (77,28 kWc)",Onduleur 4,4,104340131,LTI/LTI/PVM 450-068,192.168.36.242,True,77.28
P000387,LycÃ©e Restat,"Onduleur 05 (105,8 kWc)",Onduleur 5,5,112040090,LTI/LTI/PVM 450-100,192.168.36.241,True,105.8
P000387,LycÃ©e Restat,"Onduleur 06 (115,92 kWc)",Onduleur 6,6,112040082,LTI/LTI/PVM 450-100,192.168.36.241,True,115.92
P000387,LycÃ©e Restat,"Onduleur 07 (115,92 kWc)",Onduleur 7,7,112040081,LTI/LTI/PVM 450-100,192.168.36.242,True,115.92
P000387,LycÃ©e Restat,"Onduleur 08 (115,92 kWc)",Onduleur 8,8,112040094,LTI/LTI/PVM 450-100,192.168.36.241,True,115.92
P000387,LycÃ©e Restat,"Onduleur 09 (115,92 kWc)",Onduleur 9,9,111540077,LTI/LTI/PVM 450-100,192.168.36.242,True,115.92
P000387,LycÃ©e Restat,"Onduleur 10 (115,92 kWc)",Onduleur 10,10,113040044,LTI/LTI/PVM 450-100,192.168.36.241,True,115.92
P000387,LycÃ©e Restat,"Onduleur 11 (77,28 kWc)",Onduleur 11,11,112040024,LTI/LTI/PVM 450-068,192.168.36.242,True,77.28
P000451,Alinea Lectoure,PLC 1 Onduleur 1,PLC 1 Onduleur 1,1,102840262,LTI/LTI/PVM 450-100,192.168.36.240,True,115.5
P000451,Alinea Lectoure,PLC 1 Onduleur 2,PLC 1 Onduleur 2,2,102740163,LTI/LTI/PVM 450-033,192.168.36.240,True,37.62
P000451,Alinea Lectoure,PLC 1 Onduleur 3,PLC 1 Onduleur 3,3,102740234,LTI/LTI/PVM 450-100,192.168.36.240,True,108.68
P000451,Alinea Lectoure,PLC 1 Onduleur 4,PLC 1 Onduleur 4,4,102740206,LTI/LTI/PVM 450-047,192.168.36.240,True,52.8
P000451,Alinea Lectoure,PLC 1 Onduleur 5,PLC 1 Onduleur 5,5,102740236,LTI/LTI/PVM 450-100,192.168.36.240,True,101.64
P000451,Alinea Lectoure,PLC 1 Onduleur 6,PLC 1 Onduleur 6,6,103540018,LTI/LTI/PVM 450-100,192.168.36.240,True,114.4
P000471,Cave de Buzet,Onduleur 1 PLC 1 (111.09 kWc), 1 PLC 1,1,102250029,LTI/LTI/PVM 450-100,192.168.36.240,True,111.09
P000471,Cave de Buzet,Onduleur 10 PLC 2 (111.09 kWc), 10 PLC 2,10,102250032,LTI/LTI/PVM 450-100,192.168.36.241,True,111.09
P000471,Cave de Buzet,Onduleur 11 PLC 2 (32.2 kWc), 11 PLC 2,11,101650012,LTI/LTI/PVM 450-033,192.168.36.241,True,32.2
P000471,Cave de Buzet,"Onduleur 12 PLC 2 (57,96 kWc)", 12 PLC 2,12,101350396,LTI/LTI/PVM 450-047,192.168.36.241,True,57.96
P000471,Cave de Buzet,Onduleur 13 PLC 1 (62.79 kWc), 13 PLC 1,13,101550422,LTI/LTI/PVM 450-068,192.168.36.240,True,62.79
P000471,Cave de Buzet,Onduleur 14 PLC 2 (62.79 kWc), 14 PLC 2,14,101550415,LTI/LTI/PVM 450-068,192.168.36.241,True,62.79
P000471,Cave de Buzet,Onduleur 15 PLC 2 (36.8 kWc), 15 PLC 2,15,101650013,LTI/LTI/PVM 450-033,192.168.36.241,True,36.8
P000471,Cave de Buzet,Onduleur 2 PLC 1 (96.6 kWc), 2 PLC 1,2,102250034,LTI/LTI/PVM 450-100,192.168.36.240,True,96.6
P000471,Cave de Buzet,Onduleur 3 PLC 1 (69.92 kWc), 3 PLC 1,3,101550414,LTI/LTI/PVM 450-068,192.168.36.240,True,69.92
P000471,Cave de Buzet,Onduleur 4 PLC 1 (74.29 kWc), 4 PLC 1,4,101550413,LTI/LTI/PVM 450-068,192.168.36.240,True,74.29
P000471,Cave de Buzet,"Onduleur 5 PLC 1 (67,62 kWc)", 5 PLC 1,5,101550412,LTI/LTI/PVM 450-068,192.168.36.240,True,67.62
P000471,Cave de Buzet,"Onduleur 6 PLC 1 (74,29 kWc)", 6 PLC 1,6,101450550,LTI/LTI/PVM 450-068,192.168.36.240,True,74.29
P000471,Cave de Buzet,"Onduleur 7 PLC 2 (65,55 kWc)", 7 PLC 2,7,101550409,LTI/LTI/PVM 450-068,192.168.36.241,True,65.55
P000471,Cave de Buzet,Onduleur 8 PLC 2 (111.09 kWc), 8 PLC 2,8,102250035,LTI/LTI/PVM 450-100,192.168.36.241,True,111.09
P000471,Cave de Buzet,Onduleur 9 PLC 2 (65.55 kWc), 9 PLC 2,9,101550423,LTI/LTI/PVM 450-068,192.168.36.241,True,65.55
P000488,Viard,P1 Bâtiment 1 - Onduleur 1,P1 Bâtiment 1 - Onduleur 1,1,302284,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,302284,True,13.34
P000488,Viard,P1 Bâtiment 1 - Onduleur 2,P1 Bâtiment 1 - Onduleur 2,2,747022,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,747022,True,13.34
P000488,Viard,P1 Bâtiment 1 - Onduleur 3,P1 Bâtiment 1 - Onduleur 3,3,824377,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,824377,True,11.5
P000488,Viard,P1 Bâtiment 1 - Onduleur 4,P1 Bâtiment 1 - Onduleur 4,4,824366,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,824366,True,11.5
P000488,Viard,P1 Bâtiment 2 - Onduleur 1 - Module 1 (55kW),P1 Bâtiment 2 - Onduleur 1 - Module 1 (55kW),5,569103,POWER ONE/AURORA/PVI-55.0,569103,True,55.2
P000488,Viard,P1 Bâtiment 2 - Onduleur 1 - Module 2 (55kW),P1 Bâtiment 2 - Onduleur 1 - Module 2 (55kW),6,448951,POWER ONE/AURORA/PVI-55.0,448951,True,55.2
P000488,Viard,P1 Bâtiment 2 - Onduleur 2,P1 Bâtiment 2 - Onduleur 2,7,824398,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,824398,True,10.12
P000488,Viard,P1 Bâtiment 2 - Onduleur 3,P1 Bâtiment 2 - Onduleur 3,8,824378,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,824378,True,10.12
P000488,Viard,P1 Bâtiment 3 - Onduleur 1 (55kW),P1 Bâtiment 3 - Onduleur 1 (55kW),9,531723,POWER ONE/AURORA/PVI-55.0,531723,True,57.96
P000488,Viard,P1 Bâtiment 3 - Onduleur 2,P1 Bâtiment 3 - Onduleur 2,10,747019,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,747019,True,14.26
P000488,Viard,P1 Bâtiment 3 - Onduleur 3,P1 Bâtiment 3 - Onduleur 3,11,747031,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,747031,True,14.26
P000488,Viard,P1 Bâtiment 4A - Onduleur 1 (55kW),P1 Bâtiment 4A - Onduleur 1 (55kW),12,304054,POWER ONE/AURORA/PVI-55.0,304054,True,56.81
P000488,Viard,P1 Bâtiment 4B - Onduleur 1 (55kW),P1 Bâtiment 4B - Onduleur 1 (55kW),13,122185,POWER ONE/AURORA/PVI-55.0,122185,True,57.96
P000488,Viard,P1 Bâtiment 4B - Onduleur 2,P1 Bâtiment 4B - Onduleur 2,14,824400,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,824400,True,11.04
P000488,Viard,P1 Bâtiment 4B - Onduleur 3,P1 Bâtiment 4B - Onduleur 3,15,303054,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,303054,True,11.04
P000488,Viard,P1 Bâtiment 4B - Onduleur 4,P1 Bâtiment 4B - Onduleur 4,16,824401,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,824401,True,11.04
P000488,Viard,P2 Bâtiment 5 - Onduleur 1 - Module 1 (55kW),P2 Bâtiment 5 - Onduleur 1 - Module 1 (55kW),17,541466,POWER ONE/AURORA/PVI-55.0,541466,True,59.8
P000488,Viard,P2 Bâtiment 5 - Onduleur 1 - Module 2 (55kW),P2 Bâtiment 5 - Onduleur 1 - Module 2 (55kW),18,541502,POWER ONE/AURORA/PVI-55.0,541502,True,59.8
P000488,Viard,P2 Bâtiment 5 - Onduleur 1 - Module 3 (55kW),P2 Bâtiment 5 - Onduleur 1 - Module 3 (55kW),19,541455,POWER ONE/AURORA/PVI-55.0,541455,True,67.62
P000488,Viard,P2 Bâtiment 5 - Onduleur 1 - Module 4 (55kW),P2 Bâtiment 5 - Onduleur 1 - Module 4 (55kW),20,211333,POWER ONE/AURORA/PVI-55.0,211333,True,38.64
P000488,Viard,P2 Bâtiment 5 - Onduleur 2 - Module 1 (55kW),P2 Bâtiment 5 - Onduleur 2 - Module 1 (55kW),21,541452,POWER ONE/AURORA/PVI-55.0,541452,True,55.2
P000488,Viard,P2 Bâtiment 5 - Onduleur 2 - Module 2 (55kW),P2 Bâtiment 5 - Onduleur 2 - Module 2 (55kW),22,146636,POWER ONE/AURORA/PVI-55.0,146636,True,60.72
P000488,Viard,P2 Bâtiment 5 - Onduleur 2 - Module 3 (55kW),P2 Bâtiment 5 - Onduleur 2 - Module 3 (55kW),23,541473,POWER ONE/AURORA/PVI-55.0,541473,True,52.44
P000488,Viard,P2 Bâtiment 5 - Onduleur 2 - Module 4 (55kW),P2 Bâtiment 5 - Onduleur 2 - Module 4 (55kW),24,541447,POWER ONE/AURORA/PVI-55.0,541447,True,61.18
P000488,Viard,P2 Bâtiment 6 - Onduleur 1 (55kW),P2 Bâtiment 6 - Onduleur 1 (55kW),25,517156,POWER ONE/AURORA/PVI-55.0,517156,True,57.96
P000488,Viard,P2 Bâtiment 6 - Onduleur 2,P2 Bâtiment 6 - Onduleur 2,26,976844,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,976844,True,13.8
P000488,Viard,P2 Bâtiment 6 - Onduleur 3 ,P2 Bâtiment 6 - Onduleur 3 ,27,145651,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,145651,True,13.8
P000488,Viard,P2 Bâtiment 6 - Onduleur 4,P2 Bâtiment 6 - Onduleur 4,28,690290,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,690290,True,11.04
P000488,Viard,P2 Bâtiment 8 - Onduleur 1 - Module 1,P2 Bâtiment 8 - Onduleur 1 - Module 1,29,130710,POWER ONE/AURORA/PVI-55.0,130710,True,67.62
P000488,Viard,P2 Bâtiment 8 - Onduleur 1 - Module 2 (55kW),P2 Bâtiment 8 - Onduleur 1 - Module 2 (55kW),30,120562,POWER ONE/AURORA/PVI-55.0,120562,True,38.64
P000488,Viard,P3 Bâtiment 7 - Onduleur 1 - Module 1,P3 Bâtiment 7 - Onduleur 1 - Module 1,31,690049,POWER ONE/AURORA/PVI-55.0,690049,True,64.4
P000488,Viard,P3 Bâtiment 7 - Onduleur 1 - Module 2,P3 Bâtiment 7 - Onduleur 1 - Module 2,32,541507,POWER ONE/AURORA/PVI-55.0,541507,True,64.4
P000488,Viard,P3 Bâtiment 7 - Onduleur 1 - Module 3,P3 Bâtiment 7 - Onduleur 1 - Module 3,33,705789,POWER ONE/AURORA/PVI-55.0,705789,True,64.4
P000488,Viard,P3 Bâtiment 7 - Onduleur 1 - Module 4,P3 Bâtiment 7 - Onduleur 1 - Module 4,34,541480,POWER ONE/AURORA/PVI-55.0,541480,True,64.4
P000488,Viard,P3 Bâtiment 7 - Onduleur 1 - Module 5,P3 Bâtiment 7 - Onduleur 1 - Module 5,35,705783,POWER ONE/AURORA/PVI-55.0,705783,True,64.4
P000488,Viard,P3 Bâtiment 7 - Onduleur 1 - Module 6,P3 Bâtiment 7 - Onduleur 1 - Module 6,36,541500,POWER ONE/AURORA/PVI-55.0,541500,True,23.0
